report_id,pair_id,report_type,report_text,activity,hazard,hazardous_substance,exposure,energy_source,equipment,human_factor,environmental_factor,barrier,barrier_failure,potential_consequence,sif_potential,sif_reason
REP-SAFE-f85ccca0,pair_0047,near_miss,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-92160cfe,pair_0048,unsafe_act,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SAFE-75e491a4,pair_0048,safety_observation,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-e80d6f28,pair_0049,incident,"During confined space entry on vessel / container / process line, untested confined space entry with acute H2S toxicity risk.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-SAFE-0c99fe95,pair_0049,safety_observation,"During confined space entry on vessel / container / process line, atmospheric testing completed & verified was in place. safe atmospheric conditions verified prior to entry.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing completed & verified,none,no consequence / controlled operation,0,Safe operation: atmospheric testing completed & verified
REP-SIF-7c450e01,pair_0050,unsafe_act,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SAFE-d26fc213,pair_0050,safety_observation,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-e0a5c876,pair_0051,incident,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-SAFE-0bd74b90,pair_0051,safety_observation,"During lifting operation on crane / lifting equipment, barricaded exclusion zone & tag lines used was in place. workers stationed outside drop radius using tag lines.",lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,barricaded exclusion zone & tag lines used,none,no consequence / controlled operation,0,Safe operation: barricaded exclusion zone & tag lines used
REP-SIF-fea3c3ae,pair_0052,incident,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-59daa0cd,pair_0052,near_miss,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-2ed1dcd9,pair_0053,near_miss,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-SAFE-582963a4,pair_0053,safety_observation,"During work at height on scaffold / elevated platform / ladder, 100% harness tie-off & lifeline system was in place. worker fully secured with dual-leg shock-absorbing lanyards.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,100% harness tie-off & lifeline system,none,no consequence / controlled operation,0,Safe operation: 100% harness tie-off & lifeline system
REP-SIF-e476b390,pair_0054,near_miss,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-97b8be2b,pair_0054,near_miss,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-f844b9aa,pair_0055,unsafe_act,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-cd7ff745,pair_0055,safety_observation,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-8b049c6e,pair_0056,unsafe_act,"During confined space entry on vessel / container / process line, untested confined space entry with acute H2S toxicity risk.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-SAFE-3224497a,pair_0056,near_miss,"During confined space entry on vessel / container / process line, atmospheric testing completed & verified was in place. safe atmospheric conditions verified prior to entry.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing completed & verified,none,no consequence / controlled operation,0,Safe operation: atmospheric testing completed & verified
REP-SIF-71562682,pair_0057,near_miss,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SAFE-3ae32a17,pair_0057,near_miss,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-8a4829b3,pair_0058,unsafe_act,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SAFE-ca5e43f9,pair_0058,near_miss,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-5737c49a,pair_0059,unsafe_act,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-SAFE-bef8bbd8,pair_0059,safety_observation,"During work at height on scaffold / elevated platform / ladder, 100% harness tie-off & lifeline system was in place. worker fully secured with dual-leg shock-absorbing lanyards.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,100% harness tie-off & lifeline system,none,no consequence / controlled operation,0,Safe operation: 100% harness tie-off & lifeline system
REP-SIF-9a3f3e93,pair_0060,incident,"During machinery operation / grinding on grinding machinery, grinding machine operated with guard removed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-SAFE-8db7207f,pair_0060,near_miss,"During machinery operation / grinding on grinding machinery, factory guard installed & inspect before use was in place. interlocked guard fully functional during grinding operation.",machinery operation / grinding,rotating machinery / caught-in,unknown,interlocked guard fully functional during grinding operation,electrical energy,grinding machinery,procedure compliance,unknown,factory guard installed & inspect before use,none,no consequence / controlled operation,0,Safe operation: factory guard installed & inspect before use
REP-SIF-547a64ff,pair_0061,unsafe_act,"During excavation work on excavation / trench, workers entered 2.5m deep un-shored unstable excavation.",excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-SAFE-0be3e2d5,pair_0061,near_miss,"During excavation work on excavation / trench, hydraulic shoring boxes & trench shield was in place. trench box installed & soil benching verified.",excavation work,excavation collapse / cave-in,unknown,trench box installed & soil benching verified,potential kinetic / soil mass energy,excavation / trench,procedure compliance,excavation wall instability,hydraulic shoring boxes & trench shield,none,no consequence / controlled operation,0,Safe operation: hydraulic shoring boxes & trench shield
REP-SIF-c0152c56,pair_0062,near_miss,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-474ac1e9,pair_0062,safety_observation,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-16a79638,pair_0063,incident,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-96248c22,pair_0063,safety_observation,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-aba7e8cd,pair_0064,near_miss,"During vehicle / pedestrian interaction on heavy transport truck, pedestrians allowed to enter un-barricaded vehicle operating zone.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-SAFE-3af3bbac,pair_0064,safety_observation,"During vehicle / pedestrian interaction on heavy transport truck, physical pedestrian walkways & spotter was in place. designated pedestrian walkways separated by steel crash barriers.",vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,designated pedestrian walkways separated by steel crash barriers,vehicle kinetic energy,heavy transport truck,procedure compliance,unknown,physical pedestrian walkways & spotter,none,no consequence / controlled operation,0,Safe operation: physical pedestrian walkways & spotter
REP-SIF-c5774fac,pair_0065,near_miss,"During pressurized system maintenance on centrifugal pump, centrifugal pump maintenance started without LOTO or electrical isolation.",pressurized system maintenance,pressure release / energy isolation,unknown,worker exposed to energized machinery / unverified LOTO,electrical energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,energy isolation (LOTO),"energy isolation bypassed, missing, or not verified",severe / fatal electrical shock or caught-in injury,1,centrifugal pump maintenance started without LOTO or electrical isolation
REP-SAFE-52e3705f,pair_0065,safety_observation,"During pressurized system maintenance on centrifugal pump, energy isolation (LOTO) & breaker locked out was in place. equipment isolated and LOTO verified before maintenance.",pressurized system maintenance,pressure release / energy isolation,unknown,equipment isolated and LOTO verified before maintenance,electrical energy,centrifugal pump,procedure compliance,unknown,energy isolation (LOTO) & breaker locked out,none,no consequence / controlled operation,0,Safe operation: energy isolation (LOTO) & breaker locked out
REP-SIF-fa7ca301,pair_0066,near_miss,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-SAFE-fa49859a,pair_0066,safety_observation,"During work at height on scaffold / elevated platform / ladder, 100% harness tie-off & lifeline system was in place. worker fully secured with dual-leg shock-absorbing lanyards.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,100% harness tie-off & lifeline system,none,no consequence / controlled operation,0,Safe operation: 100% harness tie-off & lifeline system
REP-SIF-f009484f,pair_0067,near_miss,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-SAFE-dc17bd95,pair_0067,safety_observation,"During lifting operation on crane / lifting equipment, barricaded exclusion zone & tag lines used was in place. workers stationed outside drop radius using tag lines.",lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,barricaded exclusion zone & tag lines used,none,no consequence / controlled operation,0,Safe operation: barricaded exclusion zone & tag lines used
REP-SIF-ffb99da8,pair_0068,unsafe_act,"During machinery operation / grinding on grinding machinery, grinding machine operated with guard removed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-SAFE-fcc17db3,pair_0068,near_miss,"During machinery operation / grinding on grinding machinery, factory guard installed & inspect before use was in place. interlocked guard fully functional during grinding operation.",machinery operation / grinding,rotating machinery / caught-in,unknown,interlocked guard fully functional during grinding operation,electrical energy,grinding machinery,procedure compliance,unknown,factory guard installed & inspect before use,none,no consequence / controlled operation,0,Safe operation: factory guard installed & inspect before use
REP-SIF-e1105575,pair_0069,unsafe_act,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-SAFE-1ab929e4,pair_0069,safety_observation,"During work at height on scaffold / elevated platform / ladder, 100% harness tie-off & lifeline system was in place. worker fully secured with dual-leg shock-absorbing lanyards.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,100% harness tie-off & lifeline system,none,no consequence / controlled operation,0,Safe operation: 100% harness tie-off & lifeline system
REP-SIF-981a3ecf,pair_0070,near_miss,"During excavation work on excavation / trench, workers entered 2.5m deep un-shored unstable excavation.",excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-SAFE-b688a7ff,pair_0070,near_miss,"During excavation work on excavation / trench, hydraulic shoring boxes & trench shield was in place. trench box installed & soil benching verified.",excavation work,excavation collapse / cave-in,unknown,trench box installed & soil benching verified,potential kinetic / soil mass energy,excavation / trench,procedure compliance,excavation wall instability,hydraulic shoring boxes & trench shield,none,no consequence / controlled operation,0,Safe operation: hydraulic shoring boxes & trench shield
REP-SIF-c979c463,pair_0071,near_miss,"During hot work on vessel / container / process line, welding near hydrocarbon lines without required gas test or valid hot work permit.",hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,worker exposed to flammable vapor ignition,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,unknown,gas testing,required gas testing missing or not completed,fatal burns / blast trauma,1,welding near hydrocarbon lines without required gas test or valid hot work permit
REP-SAFE-360a7c7d,pair_0071,safety_observation,"During hot work on vessel / container / process line, continuous LEL monitoring & hot work permit was in place. continuous LEL reading 0.0% verified before torch ignition.",hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,continuous LEL reading 0.0% verified before torch ignition,chemical / toxic gas energy,vessel / container / process line,procedure compliance,unknown,continuous LEL monitoring & hot work permit,none,no consequence / controlled operation,0,Safe operation: continuous LEL monitoring & hot work permit
REP-SIF-33801a3c,pair_0072,unsafe_act,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-cff5791b,pair_0072,near_miss,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-6a15e51f,pair_0073,incident,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-SAFE-31a006bf,pair_0073,near_miss,"During lifting operation on crane / lifting equipment, barricaded exclusion zone & tag lines used was in place. workers stationed outside drop radius using tag lines.",lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,barricaded exclusion zone & tag lines used,none,no consequence / controlled operation,0,Safe operation: barricaded exclusion zone & tag lines used
REP-SIF-3f6dabaf,pair_0074,unsafe_act,"During excavation work on excavation / trench, workers entered 2.5m deep un-shored unstable excavation.",excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-SAFE-2736e889,pair_0074,safety_observation,"During excavation work on excavation / trench, hydraulic shoring boxes & trench shield was in place. trench box installed & soil benching verified.",excavation work,excavation collapse / cave-in,unknown,trench box installed & soil benching verified,potential kinetic / soil mass energy,excavation / trench,procedure compliance,excavation wall instability,hydraulic shoring boxes & trench shield,none,no consequence / controlled operation,0,Safe operation: hydraulic shoring boxes & trench shield
REP-SIF-c2e20a0e,pair_0075,near_miss,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SAFE-408e54bd,pair_0075,near_miss,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-SIF-b9faef4c,pair_0076,near_miss,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-SAFE-2f8cea7e,pair_0076,safety_observation,"During lifting operation on crane / lifting equipment, barricaded exclusion zone & tag lines used was in place. workers stationed outside drop radius using tag lines.",lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,barricaded exclusion zone & tag lines used,none,no consequence / controlled operation,0,Safe operation: barricaded exclusion zone & tag lines used
REP-SIF-4be76a10,pair_0077,near_miss,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-SAFE-ad1aa571,pair_0077,near_miss,"During work at height on scaffold / elevated platform / ladder, 100% harness tie-off & lifeline system was in place. worker fully secured with dual-leg shock-absorbing lanyards.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,100% harness tie-off & lifeline system,none,no consequence / controlled operation,0,Safe operation: 100% harness tie-off & lifeline system
REP-SIF-cb5b777b,pair_0078,incident,"During confined space entry on vessel / container / process line, untested confined space entry with acute H2S toxicity risk.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-SAFE-4958b43a,pair_0078,safety_observation,"During confined space entry on vessel / container / process line, atmospheric testing completed & verified was in place. safe atmospheric conditions verified prior to entry.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing completed & verified,none,no consequence / controlled operation,0,Safe operation: atmospheric testing completed & verified
REP-SIF-b97a8035,pair_0079,incident,"During machinery operation / grinding on grinding machinery, grinding machine operated with guard removed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
