report_id,pair_id,report_type,report_text,activity,hazard,hazardous_substance,exposure,energy_source,equipment,human_factor,environmental_factor,barrier,barrier_failure,potential_consequence,sif_potential,sif_reason
REP-f0eef1e1,none,safety_observation,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-741f1df6,none,safety_observation,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-f3195069,none,incident,"Safety report detailing machinery operation / grinding with rotating machinery / caught-in where machine guard removed, missing, or bypassed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-75c7690d,none,safety_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-826ae2e1,none,unsafe_act,Safety report detailing hot work with fire / explosion / flammable atmosphere where required gas testing missing or not completed.,hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,worker exposed to flammable vapor ignition,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,unknown,gas testing,required gas testing missing or not completed,fatal burns / blast trauma,1,welding near hydrocarbon lines without required gas test or valid hot work permit
REP-627c31be,none,safety_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-2f8b475c,none,safety_observation,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-6cf7baa5,none,hazard_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-1a15e84e,none,hazard_observation,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-b2a69c86,none,unsafe_act,"Safety report detailing machinery operation / grinding with rotating machinery / caught-in where machine guard removed, missing, or bypassed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-SIF-d9f6c71c,pair_0199,incident,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-47730803,none,safety_observation,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-SAFE-94453a2b,pair_0373,near_miss,"During excavation work on excavation / trench, hydraulic shoring boxes & trench shield was in place. trench box installed & soil benching verified.",excavation work,excavation collapse / cave-in,unknown,trench box installed & soil benching verified,potential kinetic / soil mass energy,excavation / trench,procedure compliance,excavation wall instability,hydraulic shoring boxes & trench shield,none,no consequence / controlled operation,0,Safe operation: hydraulic shoring boxes & trench shield
REP-SIF-fd6b1495,pair_0374,unsafe_act,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-2d7d10db,none,hazard_observation,Safety report detailing work at height with fall from height where fall protection missing or not used.,work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-34605310,none,incident,Safety report detailing work at height with fall from height where fall protection missing or not used.,work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-8ecf598c,none,near_miss,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-fd3b407d,none,safety_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-ca88e2df,none,safety_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-SIF-55954de9,pair_0252,incident,"During machinery operation / grinding on grinding machinery, grinding machine operated with guard removed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-891e60fa,none,safety_observation,"Observation on pressurized system maintenance: LOTO applied, double block & bleed verified zero pressure before maintenance.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,safe atmospheric conditions verified prior to entry,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation / depressurization,none,no consequence / controlled operation,0,"LOTO applied, double block & bleed verified zero pressure before maintenance"
REP-3e56ee24,none,hazard_observation,Safety report detailing vehicle / pedestrian interaction with vehicle-pedestrian interaction / struck-by where exclusion zone or barricading missing/breached.,vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-72609759,none,hazard_observation,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-338a2975,none,near_miss,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-5321cc8f,none,incident,Safety report detailing hot work with fire / explosion / flammable atmosphere where required gas testing missing or not completed.,hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,worker exposed to flammable vapor ignition,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,unknown,gas testing,required gas testing missing or not completed,fatal burns / blast trauma,1,welding near hydrocarbon lines without required gas test or valid hot work permit
REP-9cd7bfb3,none,safety_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-16fc9d12,none,hazard_observation,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-SAFE-db2a79bc,pair_0461,safety_observation,"During hot work on vessel / container / process line, continuous LEL monitoring & hot work permit was in place. continuous LEL reading 0.0% verified before torch ignition.",hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,continuous LEL reading 0.0% verified before torch ignition,chemical / toxic gas energy,vessel / container / process line,procedure compliance,unknown,continuous LEL monitoring & hot work permit,none,no consequence / controlled operation,0,Safe operation: continuous LEL monitoring & hot work permit
REP-e562eaf7,none,hazard_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-0afadb40,none,incident,Safety report detailing excavation work with excavation collapse / cave-in where shoring / excavation protective system missing.,excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-a7aeeab3,none,hazard_observation,Safety report detailing lifting operation with suspended load / struck-by where exclusion zone or barricading missing/breached.,lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-0e96900b,none,near_miss,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-f286619c,none,near_miss,"Safety report detailing machinery operation / grinding with rotating machinery / caught-in where machine guard removed, missing, or bypassed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-3db356c9,none,incident,Safety report detailing confined space entry with toxic gas / hazardous atmosphere where atmospheric testing missing or not performed.,confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-f2b9e54f,none,near_miss,Safety report detailing excavation work with excavation collapse / cave-in where shoring / excavation protective system missing.,excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-49644166,none,hazard_observation,Safety report detailing vehicle / pedestrian interaction with vehicle-pedestrian interaction / struck-by where exclusion zone or barricading missing/breached.,vehicle / pedestrian interaction,vehicle-pedestrian interaction / struck-by,unknown,pedestrian exposed to moving vehicle,vehicle kinetic energy,heavy transport truck,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal struck-by / crush injury,1,pedestrians allowed to enter un-barricaded vehicle operating zone
REP-9b58c845,none,incident,Safety report detailing pressurized system maintenance with pressure release where pressure isolation or zero-energy verification not confirmed.,pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-SIF-a7535d34,pair_0130,near_miss,"During machinery operation / grinding on grinding machinery, grinding machine operated with guard removed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-d062e416,none,safety_observation,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-6d596804,none,near_miss,"Observation on pressurized system maintenance: LOTO applied, double block & bleed verified zero pressure before maintenance.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,safe atmospheric conditions verified prior to entry,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation / depressurization,none,no consequence / controlled operation,0,"LOTO applied, double block & bleed verified zero pressure before maintenance"
REP-c122c19f,none,hazard_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-d316f860,none,incident,Safety report detailing confined space entry with toxic gas / hazardous atmosphere where atmospheric testing missing or not performed.,confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),worker exposed to toxic gas / oxygen deficiency,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,confined space atmosphere,atmospheric testing,atmospheric testing missing or not performed,fatal asphyxiation / acute toxicity poisoning,1,untested confined space entry with acute H2S toxicity risk
REP-fc2bbbc5,none,near_miss,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-a698055b,none,near_miss,Safety report detailing hot work with fire / explosion / flammable atmosphere where required gas testing missing or not completed.,hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,worker exposed to flammable vapor ignition,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,unknown,gas testing,required gas testing missing or not completed,fatal burns / blast trauma,1,welding near hydrocarbon lines without required gas test or valid hot work permit
REP-78a5026d,none,unsafe_act,Safety report detailing pressurized system maintenance with pressure release where pressure isolation or zero-energy verification not confirmed.,pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-387a8e39,none,hazard_observation,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-SIF-56189260,pair_0331,unsafe_act,"During work at height on scaffold / elevated platform / ladder, work at 8m height on elevated platform without harness 100% tie-off.",work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-013467f9,none,near_miss,Safety report detailing work at height with fall from height where fall protection missing or not used.,work at height,fall from height,unknown,worker exposed to unprotected fall hazard,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,inappropriate positioning / procedure non-compliance,elevated work location,fall protection system,fall protection missing or not used,fatal fall from elevation,1,work at 8m height on elevated platform without harness 100% tie-off
REP-95ac6766,none,unsafe_act,Safety report detailing hot work with fire / explosion / flammable atmosphere where required gas testing missing or not completed.,hot work,fire / explosion / flammable atmosphere,hydrocarbons / flammable gas,worker exposed to flammable vapor ignition,chemical / toxic gas energy,vessel / container / process line,inappropriate positioning / procedure non-compliance,unknown,gas testing,required gas testing missing or not completed,fatal burns / blast trauma,1,welding near hydrocarbon lines without required gas test or valid hot work permit
REP-2b66ba75,none,hazard_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-4ae2bef7,none,near_miss,Safety report detailing excavation work with excavation collapse / cave-in where shoring / excavation protective system missing.,excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-bf565ca0,none,incident,"Safety report detailing machinery operation / grinding with rotating machinery / caught-in where machine guard removed, missing, or bypassed.",machinery operation / grinding,rotating machinery / caught-in,unknown,worker exposed to unguarded rotating machinery,electrical energy,grinding machinery,inappropriate positioning / procedure non-compliance,unknown,machine guarding,"machine guard removed, missing, or bypassed",severe / fatal caught-in or struck-by injury,1,grinding machine operated with guard removed
REP-d437e526,none,near_miss,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-97738d3f,none,near_miss,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-11e446f1,none,hazard_observation,"Safety report detailing pressurized system maintenance with pressure release / energy isolation where energy isolation bypassed, missing, or not verified.",pressurized system maintenance,pressure release / energy isolation,unknown,worker exposed to energized machinery / unverified LOTO,electrical energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,energy isolation (LOTO),"energy isolation bypassed, missing, or not verified",severe / fatal electrical shock or caught-in injury,1,centrifugal pump maintenance started without LOTO or electrical isolation
REP-SAFE-6d992974,pair_0163,safety_observation,"During pressurized system maintenance on centrifugal pump, energy isolation (LOTO) & breaker locked out was in place. equipment isolated and LOTO verified before maintenance.",pressurized system maintenance,pressure release / energy isolation,unknown,equipment isolated and LOTO verified before maintenance,electrical energy,centrifugal pump,procedure compliance,unknown,energy isolation (LOTO) & breaker locked out,none,no consequence / controlled operation,0,Safe operation: energy isolation (LOTO) & breaker locked out
REP-SAFE-972884e6,pair_0261,near_miss,"During excavation work on excavation / trench, hydraulic shoring boxes & trench shield was in place. trench box installed & soil benching verified.",excavation work,excavation collapse / cave-in,unknown,trench box installed & soil benching verified,potential kinetic / soil mass energy,excavation / trench,procedure compliance,excavation wall instability,hydraulic shoring boxes & trench shield,none,no consequence / controlled operation,0,Safe operation: hydraulic shoring boxes & trench shield
REP-f298c59c,none,safety_observation,Observation on office housekeeping: minor ergonomics report regarding desk chair height adjustment.,office housekeeping,ergonomic / minor office hazard,unknown,minimal hazard exposure,unknown,office furniture,unknown,unknown,routine housekeeping,none,minor pain / superficial strain,0,minor ergonomics report regarding desk chair height adjustment
REP-3f87c3aa,none,hazard_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-SAFE-ac0109ab,pair_0393,safety_observation,"During pressurized system maintenance on centrifugal pump, pressure isolation & depressurization verified was in place. zero residual pressure confirmed before opening line.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,zero residual pressure confirmed before opening line,pressurized fluid / gas energy,centrifugal pump,procedure compliance,unknown,pressure isolation & depressurization verified,none,no consequence / controlled operation,0,Safe operation: pressure isolation & depressurization verified
REP-388c16ff,none,incident,Safety report detailing pressurized system maintenance with pressure release where pressure isolation or zero-energy verification not confirmed.,pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
REP-2e525ac1,none,hazard_observation,Safety report detailing lifting operation with suspended load / struck-by where exclusion zone or barricading missing/breached.,lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-d8226951,none,near_miss,Observation on lifting operation: crane lift executed with barricaded drop zone and certified rigger using tag lines.,lifting operation,suspended load / struck-by,unknown,workers stationed outside drop radius using tag lines,potential kinetic / gravitational energy,crane / lifting equipment,procedure compliance,unknown,exclusion zone / barricading,none,no consequence / controlled operation,0,crane lift executed with barricaded drop zone and certified rigger using tag lines
REP-SAFE-e29f9860,pair_0252,near_miss,"During machinery operation / grinding on grinding machinery, factory guard installed & inspect before use was in place. interlocked guard fully functional during grinding operation.",machinery operation / grinding,rotating machinery / caught-in,unknown,interlocked guard fully functional during grinding operation,electrical energy,grinding machinery,procedure compliance,unknown,factory guard installed & inspect before use,none,no consequence / controlled operation,0,Safe operation: factory guard installed & inspect before use
REP-63507361,none,safety_observation,"Observation on confined space entry: confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present.",confined space entry,toxic gas / hazardous atmosphere,hydrogen sulfide (h2s),safe atmospheric conditions verified prior to entry,chemical / toxic gas energy,vessel / container / process line,procedure compliance,confined space atmosphere,atmospheric testing,none,no consequence / controlled operation,0,"confined space gas test completed 20.9% O2, 0ppm H2S, 0% LEL with standby attendant present"
REP-324d60d4,none,hazard_observation,Observation on routine tool inspection: frayed extension cord identified during morning check and tagged out immediately.,routine tool inspection,minor tool wear,unknown,minimal hazard exposure,electrical energy,hand tools,proactive reporting,unknown,pre-use inspection,none,minor scratch / no injury,0,frayed extension cord identified during morning check and tagged out immediately
REP-0ae1ddc2,none,hazard_observation,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-4eebdbaa,none,near_miss,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-SIF-c8f3f47e,pair_0354,near_miss,"During lifting operation on crane / lifting equipment, workers standing under suspended crane load without barricaded drop zone.",lifting operation,suspended load / struck-by,unknown,worker in line of fire under suspended load,potential kinetic / gravitational energy,crane / lifting equipment,inappropriate positioning / procedure non-compliance,unknown,exclusion zone / barricading,exclusion zone or barricading missing/breached,fatal crush / severe blunt force trauma,1,workers standing under suspended crane load without barricaded drop zone
REP-6fa14629,none,near_miss,Safety report detailing excavation work with excavation collapse / cave-in where shoring / excavation protective system missing.,excavation work,excavation collapse / cave-in,unknown,worker exposed to excavation collapse,potential kinetic / soil mass energy,excavation / trench,inappropriate positioning / procedure non-compliance,excavation wall instability,excavation protection,shoring / excavation protective system missing,fatal crush / burial,1,workers entered 2.5m deep un-shored unstable excavation
REP-871e26b9,none,near_miss,"Observation on work at height: scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place.",work at height,fall from height,unknown,worker fully secured with dual-leg shock-absorbing lanyards,potential kinetic / gravitational energy,scaffold / elevated platform / ladder,procedure compliance,elevated work location,fall protection system,none,no consequence / controlled operation,0,"scaffold erection audit confirmed top rail, mid rail, toe boards, and green tag in place"
REP-SIF-10826f46,pair_0359,incident,"During pressurized system maintenance on centrifugal pump, flange opened on pressurized line without zero-pressure verification.",pressurized system maintenance,pressure release,hydrocarbons / flammable gas,worker exposed to hazardous pressure release,pressurized fluid / gas energy,centrifugal pump,inappropriate positioning / procedure non-compliance,unknown,pressure isolation / depressurization,pressure isolation or zero-energy verification not confirmed,severe / fatal pressure release & impact injury,1,flange opened on pressurized line without zero-pressure verification
